,Atendimento,Grupo,Cidade,Indice,Saude,Educacao,Saneamento,Receita
1467,0.4586,3,Rosrio,0.494,0.537,0.578,0.397,0.063
1468,0.4532,3,Araruna,0.494,0.57,0.517,0.522,0.092
1469,0.4468,3,Francisco S,0.494,0.591,0.482,0.54,0.088
1470,0.4652,3,So Joo do Rio do Peixe,0.494,0.55,0.57,0.441,0.086
1471,0.3644,3,Itapetinga,0.494,0.319,0.549,0.945,0.086
1472,0.3872,3,Olinda,0.494,0.262,0.672,0.767,0.068
1473,0.372,3,Paiandu,0.494,0.307,0.589,0.843,0.068
1474,0.551,3,Aracitaba,0.493,0.698,0.527,0.771,0.305
1475,0.4986,3,Coronel Macedo,0.493,0.556,0.571,0.802,0.239
1476,0.5282,3,Tanque do Piau,0.493,0.577,0.642,0.524,0.203
1477,0.4584,3,So Sebastio da Bela Vista,0.493,0.697,0.371,0.714,0.156
1478,0.4306,3,Sorocaba,0.493,0.342,0.637,0.987,0.195
1479,0.4812,3,So Cristovo do Sul,0.493,0.539,0.571,0.703,0.186
1480,0.538,3,Caibi,0.493,0.544,0.708,0.419,0.186
1481,0.4592,3,Silvianpolis,0.493,0.522,0.564,0.601,0.124
1482,0.486,3,Planalto,0.493,0.535,0.616,0.481,0.128
1483,0.498,3,Mata de So Joo,0.493,0.563,0.587,0.631,0.19
1484,0.4822,3,Carir,0.493,0.549,0.603,0.428,0.107
1485,0.4908,3,Jaguaretama,0.493,0.554,0.62,0.38,0.106
1486,0.4664,3,Alegrete do Piau,0.493,0.54,0.571,0.516,0.11
1487,0.4364,3,Boituva,0.493,0.339,0.664,0.893,0.176
1488,0.4914,3,Paramoti,0.493,0.524,0.645,0.42,0.119
1489,0.4612,3,Tacaimb,0.493,0.586,0.518,0.5,0.098
1490,0.4316,3,So Thom das Letras,0.493,0.53,0.496,0.676,0.106
1491,0.43,3,Trindade,0.493,0.564,0.463,0.649,0.096
1492,0.465,3,Cajueiro,0.493,0.546,0.554,0.57,0.125
1493,0.4874,3,Iui,0.493,0.467,0.696,0.409,0.111
1494,0.5328,3,So Joo da Varjota,0.493,0.632,0.64,0.214,0.12
1495,0.488,3,Fortaleza dos Nogueiras,0.493,0.556,0.615,0.365,0.098
1496,0.4334,3,Iapu,0.493,0.571,0.462,0.648,0.101
1497,0.4694,3,Serra Redonda,0.493,0.569,0.556,0.452,0.097
1498,0.4488,3,Boquim,0.493,0.537,0.553,0.442,0.064
1499,0.4514,3,Itapororoca,0.493,0.535,0.555,0.475,0.077
1500,0.456,3,Itinga do Maranho,0.493,0.499,0.59,0.537,0.102
1501,0.4468,3,Ilha Grande,0.493,0.553,0.527,0.487,0.074
1502,0.4434,3,Russas,0.493,0.396,0.668,0.554,0.089
1503,0.6268,3,Buritizal,0.492,0.677,0.672,0.832,0.436
1504,0.5904,3,Zorta,0.492,0.544,0.779,0.569,0.306
1505,0.5724,3,Cairu,0.492,0.556,0.716,0.699,0.318
1506,0.5336,3,Maratazes,0.492,0.588,0.613,0.713,0.266
1507,0.5304,3,Angra dos Reis,0.492,0.651,0.525,0.845,0.3
1508,0.4856,3,Nova Luzitnia,0.492,0.518,0.568,0.917,0.256
1509,0.5052,3,Laranjeiras,0.492,0.486,0.672,0.664,0.21
1510,0.495,3,Balnerio Barra do Sul,0.492,0.602,0.54,0.647,0.191
1511,0.5094,3,Bom Princpio,0.492,0.549,0.624,0.61,0.201
1512,0.4426,3,Sarzedo,0.492,0.555,0.454,0.923,0.195
1513,0.4636,3,Minduri,0.492,0.588,0.463,0.889,0.216
1514,0.49,3,Mataraca,0.492,0.595,0.544,0.605,0.172
1515,0.5102,3,Conceio do Par,0.492,0.59,0.572,0.691,0.227
1516,0.4498,3,Capela,0.492,0.587,0.477,0.632,0.121
1517,0.432,3,Xexu,0.492,0.533,0.49,0.695,0.114
1518,0.4732,3,Rio Novo do Sul,0.492,0.552,0.552,0.639,0.158
1519,0.5186,3,Milton Brando,0.492,0.531,0.708,0.267,0.115
1520,0.5056,3,Tupssi,0.492,0.414,0.759,0.559,0.182
1521,0.4906,3,Varzedo,0.492,0.552,0.619,0.393,0.111
1522,0.505,3,Nova Ibi,0.492,0.549,0.647,0.394,0.133
1523,0.4586,3,Rio Negrinho,0.492,0.549,0.522,0.689,0.151
1524,0.4334,3,Cachoeira Alta,0.492,0.509,0.512,0.726,0.125
1525,0.4938,3,Francisco Ayres,0.492,0.564,0.608,0.422,0.125
1526,0.4254,3,So Sebastio do Pass,0.492,0.459,0.553,0.689,0.103
1527,0.4746,3,Agricolndia,0.492,0.568,0.565,0.457,0.107
1528,0.4796,3,Altamira do Maranho,0.492,0.559,0.604,0.312,0.072
1529,0.4738,3,Maracs,0.492,0.395,0.737,0.455,0.105
1530,0.4614,3,Urubici,0.492,0.525,0.565,0.591,0.127
1531,0.4264,3,Vrzea da Palma,0.492,0.542,0.481,0.627,0.086
1532,0.4268,3,Cristina,0.492,0.58,0.439,0.66,0.096
1533,0.3826,3,Campo Largo,0.492,0.362,0.569,0.728,0.051
1534,0.4782,3,Bela Cruz,0.492,0.487,0.671,0.331,0.075
1535,0.4852,3,Parnarama,0.492,0.539,0.633,0.317,0.082
1536,0.413,3,Ibaiti,0.492,0.482,0.514,0.647,0.073
1537,0.4626,3,Simplcio Mendes,0.492,0.545,0.563,0.48,0.097
1538,0.4858,3,Santa Rita,0.492,0.541,0.633,0.308,0.081
1539,0.5778,3,Cachoeira Dourada,0.491,0.608,0.675,0.679,0.323
1540,0.5278,3,Itaoca,0.491,0.604,0.598,0.629,0.235
1541,0.541,3,Ouro Velho,0.491,0.615,0.637,0.445,0.201
1542,0.521,3,Gurjo,0.491,0.562,0.64,0.544,0.201
1543,0.4424,3,Cristiano Otoni,0.491,0.594,0.436,0.771,0.152
1544,0.4782,3,Garopaba,0.491,0.595,0.526,0.582,0.149
1545,0.4006,3,Bauru,0.491,0.197,0.728,0.984,0.153
1546,0.4934,3,Marliria,0.491,0.618,0.513,0.697,0.205
1547,0.454,3,Divinolndia,0.491,0.566,0.495,0.698,0.148
1548,0.4418,3,Sertozinho,0.491,0.27,0.727,0.987,0.215
1549,0.4528,3,Jovinia,0.491,0.556,0.494,0.756,0.164
1550,0.4492,3,Pirapora,0.491,0.447,0.605,0.7,0.142
1551,0.4914,3,Jacupe,0.491,0.558,0.605,0.451,0.131
1552,0.4592,3,Rubiataba,0.491,0.553,0.537,0.563,0.116
1553,0.411,3,Mogi Guau,0.491,0.302,0.643,0.966,0.165
1554,0.4664,3,Canudos,0.491,0.557,0.563,0.444,0.092
1555,0.4296,3,Ascurra,0.491,0.268,0.742,0.749,0.128
1556,0.468,3,Tumiritinga,0.491,0.531,0.569,0.596,0.14
1557,0.4334,3,Bonito de Santa F,0.491,0.536,0.497,0.637,0.101
1558,0.495,3,Capinzal do Norte,0.491,0.532,0.654,0.335,0.103
1559,0.4748,3,Rio Grande do Piau,0.491,0.544,0.594,0.418,0.098
1560,0.3692,3,Guaxup,0.491,0.247,0.628,0.941,0.096
1561,0.471,3,Gracho Cardoso,0.491,0.595,0.516,0.556,0.133
1562,0.421,3,Santa Rita,0.491,0.491,0.525,0.601,0.073
1563,0.4824,3,P de Serra,0.491,0.548,0.608,0.389,0.1
1564,0.4234,3,Aurelino Leal,0.491,0.578,0.434,0.658,0.093
1565,0.4078,3,Itabirinha,0.491,0.537,0.436,0.736,0.093
1566,0.4208,3,Sapiranga,0.491,0.343,0.651,0.749,0.116
1567,0.4506,3,So Flix do Coribe,0.491,0.531,0.542,0.567,0.107
1568,0.3894,3,Caratinga,0.491,0.479,0.456,0.772,0.077
1569,0.4278,3,Angicos,0.491,0.529,0.499,0.599,0.083
1570,0.6664,3,Rubinia,0.49,0.592,0.835,0.772,0.478
1571,0.4968,3,Guaraci,0.49,0.524,0.585,0.885,0.266
1572,0.5258,3,Jeriquara,0.49,0.608,0.553,0.879,0.307
1573,0.4492,3,Itirapina,0.49,0.357,0.67,0.868,0.192
1574,0.5306,3,Brazabrantes,0.49,0.78,0.438,0.547,0.217
1575,0.4982,3,Diamantino,0.49,0.556,0.605,0.542,0.169
1576,0.446,3,Martinho Campos,0.49,0.558,0.494,0.659,0.126
1577,0.461,3,Barra Velha,0.49,0.485,0.595,0.646,0.145
1578,0.389,3,Itarar,0.49,0.36,0.554,0.91,0.117
1579,0.4812,3,Coronel Joo S,0.49,0.52,0.628,0.426,0.11
1580,0.4352,3,Alpercata,0.49,0.547,0.479,0.704,0.124
1581,0.4808,3,Santana do Piau,0.49,0.531,0.611,0.46,0.12
1582,0.4272,3,Mandaguau,0.49,0.427,0.585,0.702,0.112
1583,0.4526,3,Irauuba,0.49,0.527,0.549,0.571,0.111
1584,0.4372,3,So Sebastio da Grama,0.49,0.534,0.486,0.766,0.146
1585,0.4902,3,Rafael Jambeiro,0.49,0.549,0.627,0.343,0.099
1586,0.4956,3,Santa Luzia do Itanhy,0.49,0.53,0.657,0.332,0.104
1587,0.4426,3,Ilha das Flores,0.49,0.532,0.518,0.625,0.113
1588,0.419,3,Itamogi,0.49,0.559,0.427,0.778,0.123
1589,0.4024,3,Medina,0.49,0.542,0.424,0.716,0.08
1590,0.428,3,Monteiro,0.49,0.496,0.529,0.622,0.09
1591,0.507,3,Morro do Chapu do Piau,0.49,0.531,0.676,0.329,0.121
1592,0.4096,3,Antnio Carlos,0.49,0.59,0.388,0.716,0.092
1593,0.4912,3,Governador Nunes Freire,0.49,0.558,0.619,0.342,0.102
1594,0.4696,3,Batalha,0.49,0.534,0.603,0.357,0.074
1595,0.4282,3,Jurema,0.49,0.56,0.461,0.649,0.099
1596,0.473,3,Caturama,0.49,0.557,0.583,0.377,0.085
1597,0.3774,3,Sousa,0.49,0.54,0.371,0.787,0.065
1598,0.499,3,Caraguatatuba,0.489,0.369,0.75,0.84,0.257
1599,0.5944,3,Estrela do Norte,0.489,0.55,0.748,0.765,0.376
1600,0.5476,3,Quarto Centenrio,0.489,0.6,0.654,0.502,0.23
1601,0.5504,3,Itaja,0.489,0.518,0.7,0.779,0.316
1602,0.534,3,Itapo,0.489,0.534,0.678,0.623,0.246
1603,0.5194,3,General Sampaio,0.489,0.529,0.674,0.507,0.191
1604,0.456,3,Valinhos,0.489,0.295,0.734,0.929,0.222
1605,0.4876,3,Aracruz,0.489,0.425,0.67,0.86,0.248
1606,0.5296,3,Passagem Franca do Piau,0.489,0.562,0.686,0.323,0.152
1607,0.4168,3,Salto de Pirapora,0.489,0.396,0.569,0.895,0.154
1608,0.4596,3,Inhama,0.489,0.614,0.465,0.633,0.14
1609,0.448,3,Balnerio Arroio do Silva,0.489,0.556,0.501,0.639,0.126
1610,0.4746,3,Crucilndia,0.489,0.639,0.468,0.619,0.159
1611,0.4542,3,Belo Oriente,0.489,0.514,0.532,0.789,0.179
1612,0.5074,3,Bernardo do Mearim,0.489,0.583,0.621,0.352,0.129
1613,0.489,3,So Joo,0.489,0.539,0.607,0.527,0.153
1614,0.4968,3,Serra do Mel,0.489,0.586,0.596,0.376,0.12
1615,0.4456,3,Primavera,0.489,0.465,0.601,0.55,0.096
1616,0.4882,3,Boqueiro do Piau,0.489,0.533,0.637,0.355,0.101
1617,0.407,3,Limeira,0.489,0.222,0.714,0.969,0.163
1618,0.4576,3,Piracuruca,0.489,0.555,0.55,0.427,0.078
1619,0.4552,3,Santa Cruz da Baixa Verde,0.489,0.54,0.553,0.481,0.09
1620,0.4512,3,Itaber,0.489,0.55,0.502,0.71,0.152
1621,0.441,3,Laranjeiras do Sul,0.489,0.546,0.498,0.643,0.117
1622,0.4834,3,Sapeau,0.489,0.559,0.6,0.368,0.099
1623,0.3828,3,Quara,0.489,0.363,0.548,0.849,0.092
1624,0.4192,3,Laranjal,0.489,0.531,0.452,0.794,0.13
1625,0.4926,3,Salgado de So Flix,0.489,0.552,0.629,0.329,0.101
1626,0.4178,3,Unio da Vitria,0.489,0.446,0.532,0.81,0.133
1627,0.4702,3,Redeno do Gurguia,0.489,0.549,0.583,0.395,0.087
1628,0.4404,3,Paudalho,0.489,0.537,0.529,0.485,0.07
1629,0.4272,3,Alto Paran,0.489,0.469,0.537,0.733,0.124
1630,0.3926,3,Erechim,0.489,0.352,0.575,0.855,0.109
1631,0.4424,3,Wagner,0.489,0.543,0.52,0.527,0.086
1632,0.4186,3,Inhumas,0.489,0.51,0.487,0.692,0.099
1633,0.4768,3,Carnaubal,0.489,0.528,0.61,0.43,0.108
1634,0.4318,3,Amaraji,0.489,0.571,0.461,0.61,0.095
1635,0.658,3,Turmalina,0.488,0.682,0.732,0.739,0.462
1636,0.5626,3,Floreal,0.488,0.592,0.639,0.834,0.351
1637,0.562,3,Quatro Pontes,0.488,0.587,0.688,0.525,0.26
1638,0.5386,3,Sertaneja,0.488,0.524,0.698,0.604,0.249
1639,0.5078,3,Salvador do Sul,0.488,0.5,0.66,0.655,0.219
1640,0.4862,3,Pedregulho,0.488,0.529,0.567,0.831,0.239
1641,0.4794,3,Japaraba,0.488,0.583,0.513,0.751,0.205
1642,0.4454,3,So Sebastio do Ca,0.488,0.54,0.5,0.721,0.147
1643,0.4728,3,Lagoa Salgada,0.488,0.586,0.54,0.461,0.112
1644,0.4618,3,Angelim,0.488,0.564,0.526,0.574,0.129
1645,0.4706,3,Taipu,0.488,0.607,0.525,0.395,0.089
1646,0.4326,3,Iguatama,0.488,0.551,0.449,0.836,0.163
1647,0.4614,3,Caldas Brando,0.488,0.535,0.559,0.542,0.119
1648,0.4494,3,Uruburetama,0.488,0.536,0.538,0.534,0.099
1649,0.4762,3,Cidelndia,0.488,0.534,0.607,0.4,0.099
1650,0.4244,3,Alfredo Vasconcelos,0.488,0.595,0.411,0.696,0.11
1651,0.395,3,Ubaitaba,0.488,0.455,0.49,0.757,0.085
1652,0.4268,3,So Joo Batista,0.488,0.551,0.454,0.73,0.124
1653,0.3964,3,Irec,0.488,0.376,0.58,0.698,0.07
1654,0.4082,3,Uirana,0.488,0.532,0.446,0.689,0.085
1655,0.4344,3,Serra dos Aimors,0.488,0.54,0.496,0.609,0.1
1656,0.3736,3,Paulista,0.488,0.254,0.653,0.757,0.054
1657,0.8068,3,Uru,0.487,0.724,0.933,0.878,0.72
1658,0.6442,3,Capito,0.487,0.525,0.889,0.566,0.393
1659,0.6082,3,Pira,0.487,0.621,0.693,0.812,0.413
1660,0.6056,3,So Jos de Ub,0.487,0.762,0.577,0.608,0.35
1661,0.529,3,Corumbaba,0.487,0.545,0.665,0.565,0.225
1662,0.4908,3,Ribeiro do Sul,0.487,0.483,0.633,0.746,0.222
1663,0.567,3,Atalanta,0.487,0.584,0.718,0.393,0.231
1664,0.4298,3,Rio Claro,0.487,0.256,0.717,0.983,0.203
1665,0.426,3,Itapeva,0.487,0.39,0.594,0.864,0.162
1666,0.4008,3,Londrina,0.487,0.387,0.546,0.907,0.138
1667,0.4982,3,Campo Er,0.487,0.569,0.6,0.471,0.153
1668,0.4536,3,Jernimo Monteiro,0.487,0.541,0.506,0.763,0.174
1669,0.464,3,Sacramento,0.487,0.585,0.473,0.815,0.204
1670,0.5044,3,Janipolis,0.487,0.578,0.595,0.517,0.176
1671,0.4704,3,Sorriso,0.487,0.536,0.564,0.604,0.152
1672,0.4668,3,Janurio Cicco,0.487,0.528,0.591,0.433,0.096
1673,0.4924,3,Capito de Campos,0.487,0.537,0.645,0.312,0.098
1674,0.4908,3,Chorozinho,0.487,0.583,0.586,0.379,0.116
1675,0.3934,3,Itpolis,0.487,0.304,0.615,0.912,0.129
1676,0.5072,3,Alvorada do Gurguia,0.487,0.54,0.662,0.353,0.132
1677,0.4024,3,Charqueada,0.487,0.452,0.483,0.911,0.142
1678,0.421,3,Capim Grosso,0.487,0.512,0.499,0.616,0.083
1679,0.3988,3,Vitria de Santo Anto,0.487,0.376,0.576,0.751,0.09
1680,0.4538,3,Ipaumirim,0.487,0.414,0.673,0.492,0.095
1681,0.4164,3,Carpina,0.487,0.379,0.631,0.566,0.062
1682,0.4904,3,Nilo Peanha,0.487,0.564,0.599,0.414,0.126
1683,0.4956,3,Irajuba,0.487,0.556,0.617,0.409,0.132
1684,0.3586,3,Itabuna,0.487,0.273,0.588,0.887,0.071
1685,0.4422,3,Quixeramobim,0.487,0.461,0.596,0.554,0.097
1686,0.4512,3,Condado,0.487,0.527,0.558,0.472,0.086
1687,0.5234,3,So Vicente Ferrer,0.487,0.558,0.707,0.114,0.087
1688,0.527,3,Cantagalo,0.486,0.563,0.613,0.768,0.283
1689,0.4574,3,Betim,0.486,0.478,0.55,0.937,0.231
1690,0.5444,3,Rochedo de Minas,0.486,0.593,0.606,0.817,0.324
1691,0.5778,3,Boa Esperana,0.486,0.562,0.737,0.539,0.291
1692,0.5568,3,Palmelo,0.486,0.644,0.604,0.631,0.288
1693,0.4456,3,Buritama,0.486,0.429,0.581,0.918,0.208
1694,0.5294,3,Planaltina do Paran,0.486,0.647,0.573,0.493,0.207
1695,0.5338,3,Canavieira,0.486,0.536,0.717,0.322,0.163
1696,0.4926,3,Rio do Oeste,0.486,0.557,0.599,0.488,0.151
1697,0.4614,3,Ceres,0.486,0.478,0.587,0.73,0.177
1698,0.4206,3,Lenis Paulista,0.486,0.292,0.665,0.975,0.189
1699,0.4682,3,Espumoso,0.486,0.366,0.726,0.629,0.157
1700,0.5142,3,Palestina,0.486,0.584,0.599,0.56,0.205
1701,0.548,3,Araric,0.486,0.619,0.641,0.442,0.22
1702,0.482,3,Paty do Alferes,0.486,0.617,0.501,0.616,0.174
1703,0.5316,3,So Joo do Pacu,0.486,0.565,0.679,0.355,0.17
1704,0.5258,3,So Flix do Piau,0.486,0.524,0.691,0.48,0.199
1705,0.4494,3,Ftima do Sul,0.486,0.504,0.561,0.588,0.117
1706,0.4816,3,Potengi,0.486,0.545,0.601,0.42,0.116
1707,0.4378,3,Terra Nova,0.486,0.52,0.521,0.611,0.107
1708,0.4068,3,Monte Sio,0.486,0.417,0.539,0.816,0.122
1709,0.4738,3,Faria Lemos,0.486,0.602,0.485,0.728,0.195
1710,0.4572,3,Ipupiara,0.486,0.534,0.556,0.51,0.106
1711,0.449,3,Santa Terezinha,0.486,0.548,0.513,0.608,0.123
1712,0.5494,3,Bacurituba,0.486,0.538,0.762,0.186,0.147
1713,0.4648,3,Lajedo do Tabocal,0.486,0.571,0.539,0.465,0.104
1714,0.4708,3,Marcao,0.486,0.551,0.574,0.435,0.104
1715,0.4098,3,Bela Vista do Paraso,0.486,0.513,0.454,0.777,0.115
1716,0.494,3,Lagoa de Pedras,0.486,0.575,0.6,0.373,0.12
1717,0.4112,3,Itagi,0.486,0.541,0.443,0.676,0.088
1718,0.4698,3,Campina da Lagoa,0.486,0.549,0.564,0.501,0.123
1719,0.4652,3,Balsa Nova,0.486,0.648,0.432,0.669,0.166
1720,0.4148,3,Taquarituba,0.486,0.471,0.488,0.887,0.156
1721,0.373,3,Divinpolis,0.486,0.247,0.631,0.938,0.109
1722,0.414,3,Morrinhos,0.486,0.524,0.455,0.744,0.112
1723,0.4818,3,Nova Rosalndia,0.486,0.568,0.573,0.453,0.127
1724,0.5278,3,Presidente Sarney,0.486,0.531,0.739,0.129,0.099
1725,0.4458,3,Itapipoca,0.486,0.41,0.665,0.47,0.079
1726,0.478,3,Caris,0.486,0.555,0.596,0.339,0.088
1727,0.4582,3,Ouriangas,0.486,0.555,0.541,0.476,0.099
1728,0.6776,3,Arapor,0.485,0.732,0.682,0.953,0.56
1729,0.6162,3,Consolao,0.485,0.693,0.656,0.657,0.383
1730,0.5826,3,Tibau,0.485,0.605,0.705,0.52,0.293
1731,0.5458,3,Adelndia,0.485,0.554,0.682,0.578,0.257
1732,0.3692,3,Mau,0.485,0.284,0.582,0.965,0.114
1733,0.5928,3,Pinhal de So Bento,0.485,0.525,0.819,0.403,0.276
1734,0.597,3,Novo Itacolomi,0.485,0.644,0.713,0.368,0.271
1735,0.448,3,Arealva,0.485,0.517,0.516,0.783,0.174
1736,0.4902,3,Porto Franco,0.485,0.558,0.588,0.522,0.159
1737,0.483,3,Seara,0.485,0.54,0.586,0.571,0.163
1738,0.544,3,Dona Emma,0.485,0.588,0.669,0.409,0.206
1739,0.4282,3,Salmouro,0.485,0.407,0.575,0.89,0.177
1740,0.447,3,Itapema,0.485,0.44,0.594,0.762,0.167
1741,0.456,3,Coronel Vivida,0.485,0.582,0.494,0.585,0.128
1742,0.4946,3,Nova Santa Brbara,0.485,0.55,0.595,0.576,0.183
1743,0.4734,3,Catupe,0.485,0.592,0.519,0.554,0.145
1744,0.5004,3,gua Boa,0.485,0.518,0.644,0.532,0.178
1745,0.4924,3,Aquiraz,0.485,0.588,0.587,0.349,0.112
1746,0.4432,3,Campo Redondo,0.485,0.513,0.554,0.493,0.082
1747,0.4652,3,Marco,0.485,0.451,0.658,0.47,0.108
1748,0.4556,3,Rolante,0.485,0.507,0.573,0.552,0.118
1749,0.4754,3,Graa Aranha,0.485,0.557,0.579,0.411,0.105
1750,0.3884,3,Cssia,0.485,0.397,0.52,0.852,0.108
1751,0.393,3,Capelinha,0.485,0.534,0.416,0.685,0.065
1752,0.475,3,Alto Santo,0.485,0.529,0.609,0.389,0.099
1753,0.443,3,Nossa Senhora das Dores,0.485,0.521,0.544,0.499,0.085
1754,0.442,3,Porteirinha,0.485,0.558,0.511,0.463,0.072
1755,0.3692,3,So Gotardo,0.485,0.386,0.494,0.869,0.086
1756,0.5678,3,Embaba,0.484,0.668,0.567,0.841,0.369
1757,0.5492,3,Rio Claro,0.484,0.661,0.564,0.687,0.296
1758,0.5322,3,Icm,0.484,0.553,0.605,0.941,0.345
1759,0.499,3,Planalto,0.484,0.571,0.54,0.857,0.273
1760,0.5402,3,Brasilndia do Sul,0.484,0.59,0.635,0.576,0.251
1761,0.394,3,Barra Bonita,0.484,0.175,0.732,0.985,0.156
1762,0.4774,3,Perdizes,0.484,0.545,0.55,0.707,0.197
1763,0.5492,3,Brasilndia do Tocantins,0.484,0.532,0.716,0.526,0.25
1764,0.5492,3,Venha-Ver,0.484,0.534,0.729,0.425,0.22
1765,0.4846,3,Palmitos,0.484,0.539,0.602,0.483,0.141
1766,0.4522,3,So Bento do Sul,0.484,0.33,0.718,0.725,0.165
1767,0.4202,3,Pato Branco,0.484,0.377,0.593,0.871,0.161
1768,0.4578,3,Divisa Alegre,0.484,0.533,0.538,0.636,0.147
1769,0.4886,3,Massaranduba,0.484,0.557,0.593,0.468,0.143
1770,0.3822,3,Governador Valadares,0.484,0.409,0.483,0.943,0.127
1771,0.493,3,Arau,0.484,0.539,0.623,0.437,0.141
1772,0.4762,3,Santana dos Garrotes,0.484,0.539,0.604,0.367,0.095
1773,0.4152,3,Aliana,0.484,0.45,0.538,0.69,0.1
1774,0.4228,3,Guidoval,0.484,0.557,0.443,0.697,0.114
1775,0.4832,3,Caapor,0.484,0.552,0.574,0.562,0.164
1776,0.4198,3,Saubara,0.484,0.239,0.757,0.688,0.107
1777,0.4892,3,Pontal do Araguaia,0.484,0.581,0.559,0.538,0.166
1778,0.4606,3,Mambor,0.484,0.545,0.526,0.665,0.161
1779,0.4626,3,Ponto Novo,0.484,0.573,0.522,0.526,0.123
1780,0.4314,3,Joo Cmara,0.484,0.526,0.511,0.548,0.083
1781,0.481,3,Pedrinhas,0.484,0.53,0.62,0.373,0.105
1782,0.4698,3,Abel Figueiredo,0.484,0.549,0.556,0.544,0.139
1783,0.4528,3,Bom Jesus,0.484,0.54,0.537,0.53,0.11
1784,0.4684,3,Brejinho,0.484,0.603,0.502,0.528,0.132
1785,0.4516,3,Carira,0.484,0.526,0.558,0.469,0.09
1786,0.399,3,Cristais,0.484,0.523,0.422,0.785,0.105
1787,0.397,3,Nova Era,0.484,0.269,0.658,0.881,0.131
1788,0.424,3,Barra da Estiva,0.484,0.54,0.477,0.594,0.086
1789,0.4718,3,Santa Filomena do Maranho,0.484,0.528,0.604,0.384,0.095
1790,0.407,3,Pao do Lumiar,0.484,0.336,0.662,0.518,0.039
1791,0.4678,3,Licnio de Almeida,0.484,0.532,0.591,0.398,0.093
1792,0.4672,3,Salgado,0.484,0.549,0.579,0.354,0.08
1793,0.6358,3,Esperana Nova,0.483,0.609,0.795,0.505,0.371
1794,0.6116,3,Itaipulndia,0.483,0.611,0.711,0.77,0.414
1795,0.474,3,Maripolis,0.483,0.586,0.485,0.825,0.228
1796,0.4044,3,Capinpolis,0.483,0.53,0.404,0.919,0.154
1797,0.4902,3,Horizonte,0.483,0.608,0.533,0.541,0.169
1798,0.475,3,Lagoinha,0.483,0.682,0.408,0.705,0.195
1799,0.4344,3,Riolndia,0.483,0.554,0.436,0.895,0.192
1800,0.4102,3,Joaquim Tvora,0.483,0.381,0.577,0.825,0.135
1801,0.4254,3,Gongogi,0.483,0.568,0.439,0.677,0.113
1802,0.4612,3,Cabo de Santo Agostinho,0.483,0.49,0.576,0.701,0.174
1803,0.4504,3,Francinpolis,0.483,0.54,0.535,0.514,0.102
1804,0.3762,3,Patos de Minas,0.483,0.389,0.496,0.912,0.111
1805,0.4238,3,Rio Preto,0.483,0.563,0.425,0.78,0.143
1806,0.434,3,Anicuns,0.483,0.542,0.481,0.666,0.124
1807,0.43,3,Solnea,0.483,0.562,0.479,0.498,0.068
1808,0.4028,3,Lajedo,0.483,0.309,0.649,0.733,0.098
1809,0.4882,3,Jaan,0.483,0.532,0.631,0.365,0.115
1810,0.488,3,Cabeceiras do Piau,0.483,0.527,0.659,0.208,0.068
1811,0.4508,3,So Domingos do Maranho,0.483,0.525,0.559,0.453,0.086
1812,0.4404,3,Alagoinha,0.483,0.544,0.516,0.49,0.082
1813,0.593,3,Cruzlia,0.482,0.562,0.725,0.775,0.391
1814,0.5964,3,Barra do Jacar,0.482,0.599,0.739,0.47,0.306
1815,0.5064,3,Prado Ferreira,0.482,0.54,0.611,0.663,0.23
1816,0.4854,3,Cristais Paulista,0.482,0.51,0.59,0.754,0.227
1817,0.5076,3,Braganey,0.482,0.548,0.631,0.486,0.18
1818,0.4498,3,Canas,0.482,0.573,0.446,0.88,0.211
1819,0.3848,3,Ipatinga,0.482,0.372,0.521,0.957,0.138
1820,0.4944,3,Alfredo Chaves,0.482,0.445,0.695,0.591,0.192
1821,0.4236,3,Luminrias,0.482,0.524,0.464,0.776,0.142
1822,0.4488,3,Amrica Dourada,0.482,0.554,0.518,0.509,0.1
1823,0.4508,3,Lagoa do Carro,0.482,0.406,0.681,0.431,0.08
1824,0.4374,3,Bom Retiro do Sul,0.482,0.279,0.749,0.668,0.131
1825,0.459,3,Gurinhm,0.482,0.574,0.528,0.426,0.091
1826,0.492,3,Lagoa do Mato,0.482,0.525,0.645,0.359,0.12
1827,0.4536,3,Cedro,0.482,0.475,0.591,0.603,0.136
1828,0.5136,3,Campinas do Piau,0.482,0.538,0.683,0.27,0.126
1829,0.414,3,Baldim,0.482,0.552,0.432,0.687,0.102
1830,0.4696,3,Regenerao,0.482,0.551,0.574,0.395,0.098
1831,0.4656,3,Igarap Grande,0.482,0.554,0.562,0.406,0.096
1832,0.3786,3,Manhuau,0.482,0.425,0.48,0.797,0.083
1833,0.3526,3,Colombo,0.482,0.347,0.504,0.851,0.061
1834,0.516,3,Ipumirim,0.481,0.547,0.641,0.523,0.204
1835,0.4672,3,Presidente Alves,0.481,0.479,0.573,0.857,0.232
1836,0.5186,3,Miravnia,0.481,0.529,0.685,0.376,0.165
1837,0.39,3,Taboo da Serra,0.481,0.245,0.655,0.968,0.15
1838,0.4884,3,Monda,0.481,0.538,0.604,0.501,0.158
1839,0.4736,3,Crrego do Bom Jesus,0.481,0.609,0.488,0.628,0.174
1840,0.4928,3,Iaras,0.481,0.617,0.519,0.592,0.192
1841,0.4664,3,Sombrio,0.481,0.533,0.579,0.444,0.108
