,Atendimento,Grupo,Cidade,Indice,Saude,Educacao,Saneamento,Receita
2612,0.4476,3,Alagoinha do Piau,0.455,0.556,0.52,0.32,0.086
2613,0.387,3,Barra do Garas,0.455,0.465,0.44,0.747,0.125
2614,0.3328,3,Ponta Grossa,0.455,0.261,0.526,0.906,0.09
2615,0.329,3,Igarau do Tiet,0.455,0.22,0.547,0.992,0.111
2616,0.3974,3,Pedro II,0.455,0.537,0.437,0.418,0.039
2617,0.4618,3,Matina,0.455,0.534,0.567,0.314,0.107
2618,0.3962,3,Jacinto,0.455,0.539,0.399,0.636,0.105
2619,0.4272,3,Itapecuru Mirim,0.455,0.455,0.576,0.381,0.074
2620,0.4272,3,Tavares,0.455,0.558,0.465,0.434,0.09
2621,0.3934,3,Ararangu,0.455,0.373,0.563,0.618,0.095
2622,0.4398,3,Barras,0.455,0.53,0.533,0.314,0.073
2623,0.3744,3,Jaguaquara,0.455,0.424,0.481,0.604,0.062
2624,0.3822,3,Augustinpolis,0.455,0.48,0.445,0.562,0.061
2625,0.4856,2,Siriri,0.454,0.532,0.589,0.451,0.186
2626,0.521,2,Lajedo,0.454,0.552,0.627,0.47,0.247
2627,0.4428,2,Rosrio da Limeira,0.454,0.531,0.498,0.567,0.156
2628,0.4576,2,Itaguau,0.454,0.542,0.52,0.519,0.164
2629,0.4542,2,Jaqueira,0.454,0.643,0.426,0.436,0.133
2630,0.507,2,So Miguel do Fidalgo,0.454,0.593,0.585,0.32,0.179
2631,0.468,2,Divinpolis de Gois,0.454,0.597,0.485,0.505,0.176
2632,0.4512,2,Laurentino,0.454,0.511,0.536,0.545,0.162
2633,0.462,2,Igrapina,0.454,0.61,0.486,0.347,0.118
2634,0.5058,2,Feliz Deserto,0.454,0.544,0.618,0.406,0.205
2635,0.3972,2,Sapuca-Mirim,0.454,0.499,0.428,0.717,0.132
2636,0.4024,2,Virginpolis,0.454,0.499,0.455,0.598,0.104
2637,0.445,2,Lago da Pedra,0.454,0.553,0.52,0.305,0.079
2638,0.3548,2,Caieiras,0.454,0.165,0.654,0.939,0.136
2639,0.448,2,Jaboti,0.454,0.554,0.49,0.525,0.152
2640,0.4214,2,Porto Real do Colgio,0.454,0.528,0.482,0.45,0.087
2641,0.417,2,Santo Estvo,0.454,0.455,0.548,0.444,0.079
2642,0.3654,2,Guanhes,0.454,0.409,0.454,0.774,0.101
2643,0.4492,2,Boa Ventura,0.454,0.525,0.536,0.429,0.124
2644,0.399,2,Buenpolis,0.454,0.526,0.421,0.605,0.101
2645,0.437,2,Biritinga,0.454,0.575,0.463,0.441,0.109
2646,0.3558,2,Campo do Meio,0.454,0.57,0.26,0.878,0.119
2647,0.4628,2,Matinha,0.454,0.537,0.578,0.231,0.084
2648,0.3972,2,Bom Jesus da Lapa,0.454,0.431,0.52,0.559,0.084
2649,0.3966,2,Presidente Dutra,0.454,0.431,0.528,0.499,0.065
2650,0.3834,2,Conceio da Aparecida,0.454,0.5,0.41,0.668,0.097
2651,0.4194,2,So Mateus do Maranho,0.454,0.552,0.467,0.367,0.059
2652,0.3738,2,Ruy Barbosa,0.454,0.441,0.452,0.67,0.083
2653,0.5228,2,Taciba,0.453,0.557,0.569,0.836,0.362
2654,0.5616,2,Nova Brscia,0.453,0.521,0.713,0.569,0.34
2655,0.5024,2,Rio da Conceio,0.453,0.536,0.593,0.584,0.254
2656,0.5142,2,Santo Antnio do Caiu,0.453,0.25,0.901,0.571,0.269
2657,0.502,2,So Jos das Palmeiras,0.453,0.536,0.608,0.48,0.222
2658,0.497,2,Nova Brasilndia,0.453,0.55,0.587,0.471,0.211
2659,0.5116,2,Vidal Ramos,0.453,0.533,0.655,0.301,0.182
2660,0.4318,2,Jos da Penha,0.453,0.535,0.477,0.551,0.135
2661,0.4604,2,Itaguari,0.453,0.589,0.472,0.551,0.18
2662,0.469,2,Arneiroz,0.453,0.419,0.675,0.434,0.157
2663,0.4366,2,So Roque de Minas,0.453,0.56,0.447,0.634,0.169
2664,0.3718,2,Valparaso,0.453,0.347,0.5,0.944,0.165
2665,0.5068,2,Aurora,0.453,0.439,0.744,0.279,0.168
2666,0.4412,2,Paulo Lopes,0.453,0.617,0.412,0.542,0.148
2667,0.4366,2,Praia Grande,0.453,0.547,0.48,0.503,0.129
2668,0.4224,2,Sussuapara,0.453,0.532,0.476,0.468,0.096
2669,0.3894,2,Paula Cndido,0.453,0.579,0.352,0.595,0.085
2670,0.3902,2,Chu,0.453,0.229,0.685,0.713,0.123
2671,0.427,2,Boa Nova,0.453,0.542,0.474,0.467,0.103
2672,0.3976,2,Arapiraca,0.453,0.446,0.497,0.61,0.102
2673,0.4216,2,Cndido Sales,0.453,0.515,0.494,0.45,0.09
2674,0.4358,2,Itaueira,0.453,0.545,0.499,0.381,0.091
2675,0.57,2,Borebi,0.452,0.64,0.559,0.887,0.452
2676,0.5568,2,Mariana,0.452,0.639,0.54,0.863,0.426
2677,0.5616,2,Imigrante,0.452,0.522,0.707,0.594,0.35
2678,0.4884,2,So Jos do Barreiro,0.452,0.6,0.48,0.739,0.282
2679,0.4538,2,Coronel Pacheco,0.452,0.657,0.362,0.745,0.231
2680,0.5154,2,Jundi,0.452,0.598,0.587,0.359,0.207
2681,0.5022,2,Guaribas,0.452,0.531,0.645,0.269,0.159
2682,0.3858,2,Cuiab,0.452,0.341,0.548,0.826,0.151
2683,0.4672,2,Dionsio Cerqueira,0.452,0.546,0.534,0.5,0.176
2684,0.4214,2,Capanema,0.452,0.54,0.446,0.595,0.135
2685,0.3786,2,Barra do Ribeiro,0.452,0.511,0.375,0.763,0.121
2686,0.4846,2,Cruzeiro do Sul,0.452,0.53,0.578,0.509,0.207
2687,0.3518,2,Muzambinho,0.452,0.386,0.447,0.806,0.093
2688,0.4218,2,Videira,0.452,0.229,0.739,0.713,0.173
2689,0.4478,2,Acrena,0.452,0.474,0.567,0.531,0.157
2690,0.4656,2,Terezinha,0.452,0.589,0.501,0.412,0.148
2691,0.3576,2,Unio dos Palmares,0.452,0.398,0.454,0.747,0.084
2692,0.3278,2,Toritama,0.452,0.363,0.423,0.842,0.067
2693,0.4522,2,Gentio do Ouro,0.452,0.509,0.56,0.396,0.123
2694,0.4748,2,Serrano do Maranho,0.452,0.532,0.607,0.198,0.096
2695,0.3906,2,Itaobim,0.452,0.548,0.387,0.576,0.083
2696,0.339,2,Petrolina,0.452,0.348,0.462,0.808,0.075
2697,0.3956,2,Lajinha,0.452,0.552,0.395,0.554,0.084
2698,0.4644,2,Isaas Coelho,0.452,0.533,0.586,0.21,0.084
2699,0.6432,2,Taquarussu,0.451,0.617,0.767,0.5,0.448
2700,0.5504,2,Treviso,0.451,0.593,0.6,0.694,0.366
2701,0.485,2,Nova Erechim,0.451,0.368,0.732,0.566,0.225
2702,0.4896,2,Ponto Chique,0.451,0.55,0.583,0.402,0.182
2703,0.4664,2,Giru,0.451,0.55,0.523,0.53,0.186
2704,0.475,2,So Jos do Peixe,0.451,0.538,0.57,0.4,0.159
2705,0.4302,2,Santa Teresa,0.451,0.547,0.449,0.624,0.159
2706,0.4502,2,Tucunduva,0.451,0.523,0.508,0.62,0.189
2707,0.4372,2,Itagib,0.451,0.465,0.534,0.68,0.188
2708,0.4636,2,Magalhes de Almeida,0.451,0.492,0.599,0.382,0.136
2709,0.455,2,So Bento do Trair,0.451,0.533,0.514,0.568,0.181
2710,0.4256,2,Carmo do Rio Verde,0.451,0.531,0.47,0.539,0.126
2711,0.4656,2,Santo Antnio do Aventureiro,0.451,0.576,0.493,0.541,0.19
2712,0.4582,2,Stio Novo,0.451,0.526,0.547,0.435,0.145
2713,0.4258,2,Itaet,0.451,0.504,0.51,0.454,0.101
2714,0.3728,2,Pires do Rio,0.451,0.385,0.5,0.698,0.094
2715,0.4398,2,Itaverava,0.451,0.608,0.441,0.385,0.101
2716,0.3772,2,Embu-Guau,0.451,0.256,0.633,0.72,0.108
2717,0.3896,2,Santo Antnio do Sudoeste,0.451,0.549,0.366,0.688,0.118
2718,0.3988,2,Itinga,0.451,0.546,0.41,0.527,0.082
2719,0.3762,2,Guare,0.451,0.567,0.316,0.746,0.115
2720,0.4076,2,Caracara,0.451,0.528,0.437,0.567,0.108
2721,0.4148,2,Palmeirina,0.451,0.56,0.416,0.576,0.122
2722,0.4312,2,Araagi,0.451,0.573,0.465,0.359,0.08
2723,0.3832,2,Poo Fundo,0.451,0.532,0.382,0.624,0.088
2724,0.4326,2,Ourm,0.451,0.545,0.497,0.346,0.079
2725,0.3942,2,Dianpolis,0.451,0.506,0.435,0.572,0.089
2726,0.386,2,Santa Ins,0.451,0.387,0.531,0.629,0.094
2727,0.6202,2,So Sebastio,0.45,0.563,0.743,0.739,0.489
2728,0.654,2,Santa Salete,0.45,0.638,0.74,0.65,0.514
2729,0.609,2,Tupandi,0.45,0.661,0.642,0.63,0.439
2730,0.5106,2,So Joo das Duas Pontes,0.45,0.469,0.633,0.834,0.349
2731,0.5716,2,Barra Funda,0.45,0.668,0.574,0.61,0.374
2732,0.5158,2,Osrio,0.45,0.578,0.554,0.692,0.315
2733,0.4678,2,Pedrinpolis,0.45,0.519,0.506,0.849,0.289
2734,0.4334,2,Campos Novos,0.45,0.495,0.484,0.762,0.209
2735,0.4352,2,Laje,0.45,0.515,0.528,0.37,0.09
2736,0.406,2,Lagoa do Ouro,0.45,0.544,0.407,0.638,0.128
2737,0.3404,2,So Vicente,0.45,0.234,0.555,0.953,0.124
2738,0.4274,2,Ibia,0.45,0.525,0.492,0.447,0.103
2739,0.466,2,Natuba,0.45,0.553,0.561,0.251,0.102
2740,0.4358,2,Pinheiro,0.45,0.4,0.652,0.315,0.075
2741,0.4322,2,Carnaba,0.45,0.565,0.459,0.454,0.113
2742,0.4348,2,Capim,0.45,0.534,0.493,0.465,0.12
2743,0.4134,2,Miracema do Tocantins,0.45,0.542,0.432,0.567,0.119
2744,0.405,2,Jaboticatubas,0.45,0.49,0.474,0.54,0.097
2745,0.3678,2,Maranguape,0.45,0.374,0.514,0.616,0.063
2746,0.5362,2,Anitpolis,0.449,0.543,0.665,0.427,0.265
2747,0.522,2,Santa Carmem,0.449,0.533,0.636,0.519,0.272
2748,0.4816,2,Coronel Joo Pessoa,0.449,0.542,0.569,0.444,0.186
2749,0.4514,2,Crrego Fundo,0.449,0.568,0.47,0.577,0.181
2750,0.4138,2,Bento Gonalves,0.449,0.366,0.572,0.799,0.193
2751,0.415,2,Sananduva,0.449,0.543,0.419,0.66,0.151
2752,0.438,2,Ibirub,0.449,0.364,0.654,0.555,0.154
2753,0.4568,2,Renascena,0.449,0.53,0.522,0.543,0.18
2754,0.3606,2,Pederneiras,0.449,0.193,0.633,0.93,0.151
2755,0.454,2,Ribamar Fiquene,0.449,0.546,0.532,0.344,0.114
2756,0.4382,2,Crissiumal,0.449,0.458,0.571,0.486,0.133
2757,0.3748,2,Ibateguara,0.449,0.526,0.357,0.721,0.108
2758,0.431,2,Jaguaruna,0.449,0.548,0.466,0.501,0.127
2759,0.4756,2,Aracatu,0.449,0.579,0.559,0.199,0.102
2760,0.4922,2,Nossa Senhora de Nazar,0.449,0.529,0.636,0.205,0.131
2761,0.4388,2,Serra Preta,0.449,0.5,0.548,0.37,0.098
2762,0.4202,2,Piracanjuba,0.449,0.516,0.466,0.586,0.137
2763,0.4528,2,Cotegipe,0.449,0.499,0.576,0.35,0.114
2764,0.4154,2,Cruzeiro do Sul,0.449,0.533,0.468,0.414,0.075
2765,0.4182,2,Ibicoara,0.449,0.48,0.503,0.556,0.125
2766,0.4006,2,So Vicente Ferrer,0.449,0.555,0.394,0.581,0.105
2767,0.4678,2,Humberto de Campos,0.449,0.545,0.579,0.199,0.091
2768,0.3918,2,Lagoa Grande,0.449,0.471,0.454,0.636,0.109
2769,0.3786,2,Crates,0.449,0.338,0.572,0.589,0.073
2770,0.4246,2,Pirip,0.449,0.545,0.475,0.391,0.083
2771,0.397,2,Ic,0.449,0.428,0.527,0.501,0.075
2772,0.5844,2,Victor Graeff,0.448,0.59,0.681,0.545,0.38
2773,0.4472,2,Claraval,0.448,0.587,0.445,0.562,0.172
2774,0.4572,2,Rodeio Bonito,0.448,0.535,0.514,0.562,0.188
2775,0.4858,2,Presidente Juscelino,0.448,0.571,0.545,0.448,0.197
2776,0.3772,2,Lavnia,0.448,0.318,0.549,0.847,0.152
2777,0.3658,2,So Pedro,0.448,0.19,0.651,0.887,0.147
2778,0.383,2,Castro,0.448,0.454,0.446,0.701,0.115
2779,0.4386,2,Nova Bassano,0.448,0.581,0.429,0.606,0.173
2780,0.467,2,Campo Grande do Piau,0.448,0.536,0.577,0.259,0.109
2781,0.4638,2,Palmitinho,0.448,0.546,0.531,0.454,0.165
2782,0.4388,2,Baro de Cotegipe,0.448,0.562,0.47,0.467,0.13
2783,0.4586,2,Indaiabira,0.448,0.537,0.546,0.357,0.127
2784,0.4392,2,Maracaj,0.448,0.497,0.517,0.586,0.168
2785,0.3574,2,Delmiro Gouveia,0.448,0.369,0.467,0.823,0.115
2786,0.419,2,Congonhinhas,0.448,0.556,0.447,0.433,0.089
2787,0.3524,2,So Tiago,0.448,0.513,0.327,0.745,0.082
2788,0.3926,2,Salinpolis,0.448,0.424,0.525,0.488,0.065
2789,0.3906,2,Remanso,0.448,0.385,0.547,0.578,0.089
2790,0.388,2,Lagoa Grande,0.448,0.54,0.383,0.603,0.094
2791,0.3884,2,Parnaba,0.448,0.371,0.556,0.584,0.088
2792,0.4258,2,Alto Long,0.448,0.53,0.498,0.348,0.073
2793,0.3646,2,Jordnia,0.448,0.463,0.405,0.697,0.087
2794,0.2938,2,Carapicuba,0.448,0.142,0.568,0.93,0.049
2795,0.599,2,Nova Lima,0.447,0.603,0.637,0.905,0.515
2796,0.5486,2,Anhembi,0.447,0.5,0.669,0.802,0.405
2797,0.5224,2,Quartel Geral,0.447,0.6,0.565,0.539,0.282
2798,0.5802,2,Riacho de Santo Antnio,0.447,0.537,0.724,0.559,0.379
2799,0.5802,2,Riacho de Santo Antnio,0.447,0.537,0.724,0.559,0.379
2800,0.5802,2,Riacho de Santo Antnio,0.447,0.537,0.724,0.559,0.379
2801,0.5392,2,Diorama,0.447,0.691,0.519,0.433,0.276
2802,0.3518,2,Viradouro,0.447,0.084,0.72,0.967,0.151
2803,0.4902,2,Canhoba,0.447,0.534,0.588,0.453,0.207
2804,0.5176,2,Gouvelndia,0.447,0.577,0.591,0.46,0.252
2805,0.4294,2,Cachoeiras de Macacu,0.447,0.46,0.517,0.712,0.193
2806,0.4478,2,Cardeal da Silva,0.447,0.579,0.469,0.462,0.143
2807,0.4356,2,Arandu,0.447,0.474,0.503,0.78,0.224
2808,0.4982,2,Francisco Dantas,0.447,0.524,0.61,0.465,0.223
2809,0.4156,2,Alto Garas,0.447,0.519,0.454,0.587,0.132
2810,0.4266,2,Conceio da Barra de Minas,0.447,0.569,0.42,0.607,0.155
2811,0.4256,2,Euclides da Cunha Paulista,0.447,0.529,0.449,0.663,0.172
2812,0.4216,2,Tangu,0.447,0.442,0.539,0.6,0.146
2813,0.4164,2,Guabiruba,0.447,0.346,0.629,0.582,0.132
2814,0.45,2,Passo de Camaragibe,0.447,0.55,0.514,0.383,0.122
2815,0.4464,2,Nazar do Piau,0.447,0.557,0.516,0.281,0.086
2816,0.309,2,Nova Serrana,0.447,0.368,0.365,0.948,0.079
2817,0.3308,2,So Gonalo do Sapuca,0.447,0.299,0.486,0.852,0.084
2818,0.4326,2,Primavera,0.447,0.54,0.489,0.41,0.105
2819,0.3808,2,So Jos de Ribamar,0.447,0.339,0.584,0.519,0.058
2820,0.3766,2,Ananindeua,0.447,0.393,0.528,0.485,0.041
2821,0.3484,2,Santiago,0.447,0.397,0.423,0.822,0.102
2822,0.3654,2,Campos Gerais,0.447,0.449,0.419,0.7,0.091
2823,0.5686,2,Entre Rios do Oeste,0.446,0.582,0.654,0.588,0.371
2824,0.5784,2,Palmeira,0.446,0.583,0.7,0.394,0.326
2825,0.5702,2,Trs Ranchos,0.446,0.644,0.6,0.55,0.363
2826,0.53,2,Ipiranga de Gois,0.446,0.619,0.583,0.378,0.246
2827,0.5084,2,Campo Alegre de Gois,0.446,0.654,0.492,0.497,0.25
2828,0.5596,2,So Bento do Norte,0.446,0.547,0.711,0.344,0.282
2829,0.4622,2,Olmpio Noronha,0.446,0.629,0.371,0.923,0.311
2830,0.4406,2,Cosmorama,0.446,0.594,0.397,0.744,0.221
2831,0.463,2,Campo Novo do Parecis,0.446,0.536,0.51,0.638,0.223
2832,0.4954,2,Ribeira,0.446,0.509,0.611,0.52,0.237
2833,0.4324,2,Estao,0.446,0.545,0.451,0.619,0.17
2834,0.381,2,So Jos dos Campos,0.446,0.23,0.624,0.961,0.197
2835,0.4884,2,Missal,0.446,0.539,0.572,0.497,0.22
2836,0.4384,2,Nova Palmeira,0.446,0.53,0.481,0.59,0.17
2837,0.4216,2,Bonfim,0.446,0.569,0.425,0.511,0.12
2838,0.4118,2,So Gabriel,0.446,0.543,0.431,0.532,0.111
2839,0.4566,2,Jaguaripe,0.446,0.526,0.56,0.308,0.111
2840,0.4228,2,Francisco Badar,0.446,0.533,0.484,0.378,0.08
2841,0.4896,2,Pacatuba,0.446,0.545,0.61,0.227,0.138
2842,0.4524,2,Cndido Mendes,0.446,0.415,0.676,0.229,0.08
2843,0.4274,2,Ivat,0.446,0.52,0.479,0.542,0.139
2844,0.394,2,Nova Vencia,0.446,0.481,0.442,0.658,0.124
2845,0.472,2,Campo Largo do Piau,0.446,0.53,0.595,0.227,0.11
2846,0.3878,2,Cacul,0.446,0.5,0.431,0.542,0.077
2847,0.415,2,Mulungu,0.446,0.55,0.447,0.418,0.081
2848,0.4388,2,Umbuzeiro,0.446,0.535,0.517,0.327,0.09
2849,0.4518,2,Monteirpolis,0.446,0.558,0.505,0.399,0.133
2850,0.4568,2,Ribeiro Gonalves,0.446,0.549,0.522,0.403,0.142
2851,0.471,2,Presidente Vargas,0.446,0.531,0.6,0.176,0.093
2852,0.4548,2,Marcolndia,0.446,0.543,0.545,0.272,0.098
2853,0.365,2,Paraso do Tocantins,0.446,0.448,0.43,0.627,0.069
2854,0.4352,2,Serra Dourada,0.446,0.553,0.49,0.343,0.09
2855,0.3406,2,Belo Jardim,0.446,0.266,0.54,0.82,0.091
2856,0.4372,2,Maracan,0.446,0.469,0.582,0.314,0.084
2857,0.5812,2,Narandiba,0.445,0.636,0.597,0.742,0.44
2858,0.5574,2,Antnio Prado de Minas,0.445,0.624,0.576,0.689,0.387
2859,0.5486,2,Pedranpolis,0.445,0.608,0.576,0.69,0.375
2860,0.4972,2,Torixoru,0.445,0.555,0.558,0.576,0.26
2861,0.5048,2,Campo Bonito,0.445,0.597,0.553,0.423,0.224
2862,0.4636,2,Moeda,0.445,0.642,0.426,0.495,0.182
2863,0.4486,2,Fortaleza de Minas,0.445,0.754,0.238,0.814,0.259
2864,0.431,2,Indiara,0.445,0.482,0.515,0.591,0.161
2865,0.472,2,Gameleiras,0.445,0.513,0.591,0.356,0.152
2866,0.3848,2,Tijucas,0.445,0.428,0.456,0.804,0.156
2867,0.4002,2,So Miguel do Anta,0.445,0.53,0.417,0.572,0.107
2868,0.3782,2,Aruj,0.445,0.268,0.601,0.829,0.153
2869,0.429,2,Ibirajuba,0.445,0.503,0.506,0.49,0.127
2870,0.3848,2,So Jos do Rio Pardo,0.445,0.252,0.616,0.903,0.188
2871,0.4102,2,Juru,0.445,0.556,0.43,0.43,0.079
2872,0.3866,2,Caldas Novas,0.445,0.422,0.472,0.757,0.145
2873,0.4342,2,Tuiuti,0.445,0.586,0.413,0.61,0.173
2874,0.4636,2,Caturit,0.445,0.529,0.552,0.407,0.156
2875,0.4168,2,Arataca,0.445,0.553,0.437,0.477,0.104
2876,0.4092,2,Piedade do Rio Grande,0.445,0.544,0.404,0.659,0.15
2877,0.427,2,Planalto,0.445,0.539,0.471,0.459,0.115
2878,0.455,2,Brejo,0.445,0.585,0.482,0.402,0.141
2879,0.4144,2,Mimoso do Sul,0.445,0.556,0.414,0.575,0.132
2880,0.4626,2,Peri Mirim,0.445,0.54,0.577,0.167,0.079
2881,0.4282,2,Brs Pires,0.445,0.56,0.442,0.525,0.137
2882,0.4492,2,Mogeiro,0.445,0.531,0.542,0.3,0.1
2883,0.3952,2,Poo Branco,0.445,0.565,0.381,0.52,0.084
2884,0.4054,2,Santo Antnio do Jacinto,0.445,0.523,0.443,0.502,0.095
2885,0.4048,2,Cantagalo,0.445,0.493,0.465,0.548,0.108
2886,0.39,2,Abre Campo,0.445,0.612,0.321,0.543,0.084
2887,0.6646,2,Mangaratiba,0.444,0.757,0.641,0.595,0.527
2888,0.5392,2,Morro da Gara,0.444,0.631,0.562,0.517,0.31
2889,0.5474,2,Planalto Alegre,0.444,0.575,0.655,0.373,0.277
2890,0.3746,2,Colorado,0.444,0.538,0.322,0.842,0.153
2891,0.4566,2,Imb,0.444,0.444,0.585,0.659,0.225
2892,0.4394,2,Goiatuba,0.444,0.526,0.478,0.634,0.189
2893,0.4392,2,Vereda,0.444,0.547,0.474,0.522,0.154
2894,0.4422,2,Jucati,0.444,0.525,0.517,0.419,0.127
2895,0.4248,2,Irani,0.444,0.542,0.452,0.536,0.136
2896,0.3786,2,Salespolis,0.444,0.521,0.366,0.713,0.119
2897,0.344,2,Vacaria,0.444,0.482,0.316,0.9,0.124
2898,0.4804,2,Carabas,0.444,0.534,0.573,0.422,0.188
2899,0.4518,2,Padre Marcos,0.444,0.531,0.542,0.327,0.113
2900,0.4496,2,Ferros,0.444,0.502,0.572,0.296,0.1
2901,0.4158,2,Floresta,0.444,0.451,0.524,0.557,0.129
2902,0.4444,2,Nazar,0.444,0.549,0.494,0.437,0.136
2903,0.4872,2,Poo das Trincheiras,0.444,0.558,0.596,0.197,0.128
2904,0.4498,2,Nina Rodrigues,0.444,0.556,0.528,0.233,0.081
2905,0.376,2,Ribeira do Pombal,0.444,0.39,0.513,0.579,0.074
2906,0.3796,2,Pavo,0.444,0.524,0.377,0.633,0.096
2907,0.4388,2,Riacho do Dantas,0.444,0.556,0.494,0.33,0.094
2908,0.3622,2,Mateus Leme,0.444,0.575,0.276,0.76,0.109
2909,0.3978,2,Curral de Dentro,0.444,0.538,0.403,0.575,0.107
2910,0.454,2,Bom Lugar,0.444,0.527,0.566,0.22,0.084
2911,0.391,2,Ituber,0.444,0.398,0.53,0.583,0.099
2912,0.3552,2,Itapuranga,0.444,0.448,0.399,0.707,0.082
2913,0.3932,2,Itapaci,0.444,0.544,0.394,0.542,0.09
2914,0.551,2,Itacuruba,0.443,0.404,0.76,0.836,0.427
2915,0.4798,2,Chiador,0.443,0.624,0.434,0.728,0.283
2916,0.6106,2,Santa Rosa de Lima,0.443,0.631,0.712,0.343,0.367
2917,0.5472,2,Pato Bragado,0.443,0.5,0.693,0.604,0.35
2918,0.4346,2,Trs Lagoas,0.443,0.403,0.58,0.708,0.207
2919,0.4818,2,Professor Jamil,0.443,0.562,0.539,0.476,0.207
2920,0.5018,2,Arroio do Sal,0.443,0.605,0.529,0.482,0.241
2921,0.4216,2,Apiac,0.443,0.562,0.4,0.703,0.184
2922,0.4334,2,Maracaju,0.443,0.466,0.53,0.614,0.175
2923,0.4158,2,Constantina,0.443,0.528,0.442,0.586,0.139
2924,0.4704,2,Antnio Joo,0.443,0.548,0.525,0.523,0.206
2925,0.4126,2,Mau da Serra,0.443,0.588,0.376,0.589,0.135
2926,0.4014,2,Macajuba,0.443,0.462,0.487,0.561,0.109
2927,0.3602,2,Frei Inocncio,0.443,0.394,0.457,0.736,0.099
2928,0.3478,2,Joo Pinheiro,0.443,0.353,0.467,0.798,0.099
2929,0.4316,2,Garuva,0.443,0.564,0.423,0.648,0.184
2930,0.4336,2,Maturia,0.443,0.516,0.498,0.498,0.14
2931,0.4282,2,Joselndia,0.443,0.513,0.513,0.363,0.089
2932,0.4436,2,Santa Teresinha,0.443,0.53,0.501,0.497,0.156
2933,0.3592,2,Carbonita,0.443,0.544,0.302,0.755,0.104
2934,0.4356,2,Upanema,0.443,0.532,0.498,0.413,0.118
2935,0.3388,2,Boa Esperana,0.443,0.328,0.466,0.86,0.106
2936,0.4132,2,Uba,0.443,0.534,0.456,0.424,0.086
2937,0.3742,2,Colnia Leopoldina,0.443,0.558,0.322,0.698,0.111
2938,0.4112,2,Avelino Lopes,0.443,0.543,0.448,0.396,0.074
2939,0.4088,2,Baro de Graja,0.443,0.527,0.457,0.416,0.076
2940,0.389,2,Araripina,0.443,0.419,0.514,0.523,0.079
2941,0.479,2,Santo Amaro do Maranho,0.443,0.537,0.622,0.065,0.077
2942,0.6156,2,Sebastianpolis do Sul,0.442,0.567,0.712,0.802,0.52
2943,0.5502,2,Brejo Alegre,0.442,0.627,0.528,0.874,0.441
2944,0.6354,2,Carapebus,0.442,0.748,0.591,0.633,0.499
2945,0.5438,2,Itapura,0.442,0.53,0.65,0.644,0.359
2946,0.4416,2,Igarat,0.442,0.467,0.537,0.647,0.2
2947,0.4558,2,Sapezal,0.442,0.525,0.515,0.571,0.199
2948,0.4296,2,Vicentinpolis,0.442,0.543,0.45,0.584,0.162
2949,0.4164,2,Campo do Tenente,0.442,0.564,0.408,0.573,0.138
2950,0.4488,2,Maria Helena,0.442,0.535,0.508,0.473,0.158
2951,0.4186,2,Montadas,0.442,0.538,0.443,0.54,0.131
2952,0.4662,2,Silveiras,0.442,0.614,0.434,0.631,0.235
2953,0.4624,2,Riacho do Bacamarte,0.442,0.531,0.551,0.373,0.148
2954,0.4358,2,Itapejara d'Oeste,0.442,0.568,0.449,0.499,0.145
2955,0.4234,2,Santa Brgida,0.442,0.532,0.473,0.437,0.107
2956,0.4322,2,Bom Jesus do Tocantins,0.442,0.53,0.504,0.349,0.093
2957,0.4348,2,Saquarema,0.442,0.412,0.6,0.516,0.15
2958,0.394,2,Abar,0.442,0.532,0.407,0.536,0.092
2959,0.4224,2,Coroaci,0.442,0.533,0.462,0.487,0.122
2960,0.4246,2,Tamboril,0.442,0.394,0.618,0.404,0.099
2961,0.401,2,Monte Azul,0.442,0.541,0.414,0.507,0.095
2962,0.671,2,Mones,0.441,0.656,0.708,0.858,0.627
2963,0.5694,2,Douradoquara,0.441,0.754,0.463,0.682,0.413
2964,0.4662,2,Castilho,0.441,0.51,0.517,0.763,0.277
2965,0.508,2,Quinze de Novembro,0.441,0.591,0.53,0.619,0.298
2966,0.4904,2,Jaguarina,0.441,0.382,0.659,0.937,0.37
2967,0.5224,2,Cruzeiro do Iguau,0.441,0.516,0.658,0.439,0.264
2968,0.4818,2,Caldazinha,0.441,0.597,0.507,0.443,0.201
2969,0.4102,2,Carlos Barbosa,0.441,0.32,0.603,0.813,0.205
2970,0.3916,2,Alumnio,0.441,0.205,0.677,0.869,0.194
2971,0.4876,2,Israelndia,0.441,0.619,0.49,0.472,0.22
2972,0.4614,2,Cacimba de Areia,0.441,0.575,0.494,0.439,0.169
2973,0.3612,2,Paracatu,0.441,0.357,0.481,0.82,0.13
2974,0.4614,2,Santa Maria do Herval,0.441,0.434,0.631,0.465,0.177
2975,0.3342,2,Ituiutaba,0.441,0.27,0.502,0.941,0.127
2976,0.427,2,So Miguel do Iguau,0.441,0.387,0.591,0.643,0.179
2977,0.4346,2,Lajeado Novo,0.441,0.529,0.5,0.401,0.115
2978,0.4566,2,Vitorino,0.441,0.518,0.537,0.476,0.173
2979,0.467,2,Macurur,0.441,0.533,0.579,0.227,0.111
2980,0.4004,2,Urandi,0.441,0.428,0.534,0.453,0.078
2981,0.4748,2,Vila Pavo,0.441,0.582,0.52,0.372,0.17
2982,0.4234,2,Marcionlio Souza,0.441,0.538,0.466,0.437,0.109
